tvBench_id,db_id,chart,hardness,query,question,vega_zero
3075,university_basketball,Grouping Scatter,Easy,"Visualize SCATTER SELECT School_ID , ACC_Percent FROM basketball_match GROUP BY ACC_Road",Scatter chart showing school ids and all games percentages grouped by acc road.,mark point data basketball_match encoding x school_id y aggregate none acc_percent color acc_road
827@y_name@ASC,cre_Docs_and_Epenses,Bar,Medium,"Visualize BAR SELECT Document_Type_Code , count(*) FROM Documents GROUP BY document_type_code ORDER BY count(*) ASC",Bar chart showing the total number from each document type code in ascending order of the y-axis.,mark bar data documents encoding x document_type_code y aggregate count document_type_code transform group x sort y asc
1987@y_name@DESC,insurance_and_eClaims,Bar,Medium,"Visualize BAR SELECT Policy_Type_Code , count(*) FROM policies GROUP BY policy_type_code ORDER BY count(*) DESC",Bar chart showing the total number of policy type codes in descending order of the y-axis.,mark bar data policies encoding x policy_type_code y aggregate count policy_type_code transform group x sort y desc
3009,tracking_share_transactions,Bar,Easy,"Visualize BAR SELECT date_of_transaction , SUM(share_count) FROM TRANSACTIONS BIN date_of_transaction BY WEEKDAY",Bar chart showing the sum share count from different dates of transactions and binning by weekday.,mark bar data transactions encoding x date_of_transaction y aggregate sum share_count transform bin x by weekday
926@y_name@DESC,customers_and_invoices,Bar,Medium,"Visualize BAR SELECT other_account_details , COUNT(other_account_details) FROM Accounts GROUP BY other_account_details ORDER BY COUNT(other_account_details) DESC",Bar chart showing the number of accounts for different account details in descending order of the y-axis.,mark bar data accounts encoding x other_account_details y aggregate count other_account_details transform group x sort y desc
2441@y_name@DESC,music_4,Bar,Medium,"Visualize BAR SELECT Result , COUNT(Result) FROM music_festival GROUP BY Result ORDER BY COUNT(Result) DESC",Bar chart showing results of all music festivals in descending order of the y-axis.,mark bar data music_festival encoding x result y aggregate count result transform group x sort y desc
1182@y_name@ASC,dog_kennels,Bar,Medium,"Visualize BAR SELECT date_departed , COUNT(date_departed) FROM Dogs GROUP BY date_departed ORDER BY COUNT(date_departed) ASC",Bar chart showing the number of departures from each departure date in ascending order of the y-axis.,mark bar data dogs encoding x date_departed y aggregate count date_departed transform group x sort y asc
2860@x_name@ASC,store_product,Bar,Medium,"Visualize BAR SELECT District_name , City_Population FROM district WHERE City_Population BETWEEN 200000 AND 2000000 ORDER BY District_name ASC",Bar chart showing the name and population of districts with population between 200000 and 200000 in ascending order of district name.,mark bar data district encoding x district_name y aggregate none city_population transform filter city_population between 200000 and 2000000 sort x asc
3280,wrestler,Pie,Easy,"Visualize PIE SELECT Location , COUNT(Location) FROM wrestler GROUP BY Location",Pie chart showing the total number of locations across locations.,mark arc data wrestler encoding x location y aggregate count location transform group x
2818@y_name@DESC,sports_competition,Bar,Hard,"Visualize BAR SELECT Position , count(*) FROM player WHERE points < 30 GROUP BY POSITION ORDER BY count(*) DESC",Bar chart showing the number of players with points less than 30 for each position in descending order of the y-axis.,mark bar data player encoding x position y aggregate count position transform filter points < 30 group x sort y desc
2798,soccer_2,Bar,Easy,"Visualize BAR SELECT cName , min(enr) FROM college GROUP BY state",Bar chart showing minimal earnings grouped by state.,mark bar data college encoding x cname y aggregate min enr color state
1909@y_name@DESC,hr_1,Bar,Easy,"Visualize BAR SELECT EMAIL , EMPLOYEE_ID FROM employees ORDER BY EMPLOYEE_ID DESC",Bar chart showing employee id from each email in descending order of total number.,mark bar data employees encoding x email y aggregate none employee_id transform sort y desc
1233@x_name@ASC,dorm_1,Bar,Medium,"Visualize BAR SELECT city_code , avg(age) FROM student GROUP BY city_code ORDER BY city_code ASC",Bar chart showing the mean age from each city code in ascending order of city code.,mark bar data student encoding x city_code y aggregate mean age transform group x sort x asc
2507@y_name@DESC,party_host,Bar,Medium,"Visualize BAR SELECT Location , COUNT(Location) FROM party GROUP BY Location ORDER BY COUNT(Location) DESC",Bar chart showing the count of locations by descending order of the y-axis.,mark bar data party encoding x location y aggregate count location transform group x sort y desc
2169@x_name@ASC,machine_repair,Bar,Medium,"Visualize BAR SELECT Team , COUNT(*) FROM technician GROUP BY Team ORDER BY Team ASC",Bar chart showing the number of technicians for each team in ascending order of team.,mark bar data technician encoding x team y aggregate count team transform group x sort x asc
2941,theme_gallery,Bar,Easy,"Visualize BAR SELECT Country , COUNT(Country) FROM artist GROUP BY Country",Bar chart showing a comparison of all countries.,mark bar data artist encoding x country y aggregate count country transform group x
2519@y_name@DESC,party_people,Bar,Medium,"Visualize BAR SELECT Minister , COUNT(Minister) FROM party GROUP BY Minister ORDER BY COUNT(Minister) DESC",Bar chart showing the number of ministers grouped by ministry in descending order of the y-axis.,mark bar data party encoding x minister y aggregate count minister transform group x sort y desc
2815@x_name@DESC,sports_competition,Stacked Bar,Hard,"Visualize BAR SELECT Country , COUNT(Country) FROM competition GROUP BY Competition_type ,  Country ORDER BY Country DESC",Bar chart showing the number of competitions in each competition type grouped by country in descending order of country.,mark bar data competition encoding x country y aggregate count country color competition_type transform group x sort x desc
1602@y_name@DESC,hr_1,Bar,Extra Hard,"Visualize BAR SELECT JOB_ID , SUM(SALARY) FROM employees WHERE salary BETWEEN 8000 AND 12000 AND commission_pct != ""null"" OR department_id != 40 GROUP BY JOB_ID ORDER BY SUM(SALARY) DESC","Bar chart showing the distribution of job ID and the sum of salary for employees whose salary is in the range of 8000 and 12000 and commission is not null or department number does not equal to 40, grouped by job ID, in descending order of the y-axis.","mark bar data employees encoding x job_id y aggregate sum salary transform filter salary between 8000 and 12000 and commission_pct != ""null"" or department_id != 40 group x sort y desc"
2925@y_name@ASC,swimming,Bar,Easy,"Visualize BAR SELECT meter_700 , meter_100 FROM swimmer ORDER BY meter_100 ASC",Bar chart showing meter 100 from different meter 700 in ascending order.,mark bar data swimmer encoding x meter_700 y aggregate none meter_100 transform sort y asc
2943@x_name@ASC,theme_gallery,Bar,Medium,"Visualize BAR SELECT Country , AVG(Age) FROM artist GROUP BY Country ORDER BY Country ASC",Bar chart showing the average age of artists by country in ascending order of country.,mark bar data artist encoding x country y aggregate mean age transform group x sort x asc
1773@x_name@ASC,hr_1,Line,Medium,"Visualize LINE SELECT HIRE_DATE , MANAGER_ID FROM employees WHERE hire_date < '2002-06-21' ORDER BY HIRE_DATE ASC","Line chart showing manager ids, hire dates, and trends for employees hired before 2002-06-21 in ascending order of hire date.",mark line data employees encoding x hire_date y aggregate none manager_id transform filter hire_date < '2002-06-21' sort x asc
382,candidate_poll,Bar,Easy,"Visualize BAR SELECT Sex , SUM(Weight) FROM people GROUP BY Sex",Bar chart showing the sum weight of each sex.,mark bar data people encoding x sex y aggregate sum weight transform group x
1760@y_name@DESC,hr_1,Bar,Hard,"Visualize BAR SELECT HIRE_DATE , SUM(MANAGER_ID) FROM employees WHERE hire_date < '2002-06-21'  ORDER BY SUM(MANAGER_ID) DESC BIN HIRE_DATE BY MONTH",Bar chart showing the distribution of hire date and the sum of manager id by hire date in descending order of the y-axis and binning by month.,mark bar data employees encoding x hire_date y aggregate sum manager_id transform filter hire_date < '2002-06-21' sort y desc bin x by month
640@x_name@DESC,college_2,Line,Medium,"Visualize LINE SELECT year , count(*) FROM SECTION GROUP BY year ORDER BY year DESC",Line chart showing the number of courses provided in each year in descending order of year.,mark line data section encoding x year y aggregate count year transform group x sort x desc
9@y_name@DESC,activity_1,Bar,Medium,"Visualize BAR SELECT Rank , COUNT(Rank) FROM Faculty GROUP BY Rank ORDER BY COUNT(Rank) DESC",Bar chart showing the number of ranks from each rank in descending order of the y-axis.,mark bar data faculty encoding x rank y aggregate count rank transform group x sort y desc
1611,hr_1,Scatter,Medium,"Visualize SCATTER SELECT SALARY , COMMISSION_PCT FROM employees WHERE salary BETWEEN 8000 AND 12000 AND commission_pct != ""null"" OR department_id != 40",Scatter chart showing the relationship between salary and commission pct for employees whose salary is in the range of 8000 and 12000 and commission is not null or department number does not equal to 40.,"mark point data employees encoding x salary y aggregate none commission_pct transform filter salary between 8000 and 12000 and commission_pct != ""null"" or department_id != 40"
733@x_name@ASC,cre_Doc_Template_Mgt,Bar,Medium,"Visualize BAR SELECT Template_Type_Code , COUNT(Template_Type_Code) FROM Templates GROUP BY Template_Type_Code ORDER BY Template_Type_Code ASC",Bar chart showing the number of templates for each template type code in ascending order of template type code.,mark bar data templates encoding x template_type_code y aggregate count template_type_code transform group x sort x asc
3008@x_name@DESC,tracking_share_transactions,Line,Medium,"Visualize LINE SELECT date_of_transaction , COUNT(date_of_transaction) FROM TRANSACTIONS  ORDER BY date_of_transaction DESC BIN date_of_transaction BY YEAR",Line chart showing the number of transactions over date of transaction in descending order of date of transaction and binning by year.,mark line data transactions encoding x date_of_transaction y aggregate count date_of_transaction transform sort x desc bin x by year
1839@y_name@DESC,hr_1,Bar,Medium,"Visualize BAR SELECT HIRE_DATE , COUNT(HIRE_DATE) FROM employees  ORDER BY COUNT(HIRE_DATE) DESC BIN HIRE_DATE BY WEEKDAY",Bar chart showing how many hires grouped by hire date in descending order of the y-axis and binning by weekday.,mark bar data employees encoding x hire_date y aggregate count hire_date transform sort y desc bin x by weekday
3238@x_name@ASC,wine_1,Bar,Medium,"Visualize BAR SELECT Grape , count(*) FROM WINE GROUP BY Grape ORDER BY Grape ASC",Bar chart showing the number of wines for different grapes in ascending order of grape.,mark bar data wine encoding x grape y aggregate count grape transform group x sort x asc
1037@y_name@ASC,customers_card_transactions,Bar,Medium,"Visualize BAR SELECT customer_last_name , COUNT(customer_last_name) FROM Customers GROUP BY customer_last_name ORDER BY COUNT(customer_last_name) ASC",Bar chart showing the number of customers for different customer last names in ascending order of the y-axis.,mark bar data customers encoding x customer_last_name y aggregate count customer_last_name transform group x sort y asc
